Type,Rooms,Size,Location,Zip code,Price,Region,Bedrooms,Bathrooms,Equipped kitchen,Terrace/Balcony,Parking space,Ground,Garage,Pool,Cellar,Construction date,Construction materials,Website
Maison,4 pièces,95,Boissise-la-Bertrand,77350,420 000,ile-de-france,3,,No,No,0,485,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t4-boissise-la-bertrand-77350-3215-012934-201/
Appartement,4 pièces,83,Vanves- Centre Saint-Rémy,92170,580 000,ile-de-france,3,1,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t4-vanves-92170-7364-charguellon-002093-292/
Appartement,3 pièces,74,Issy-les-Moulineaux- Centre-ville - Mairie d'Issy,92130,520 000,ile-de-france,2,1,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t3-issy-les-moulineaux-92130-7449-caullet-002093-619/
Appartement,3 pièces,61,Vanves- Centre Saint-Rémy,92170,410 000,ile-de-france,2,1,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t3-vanves-92170-7391-drevet-002093-410/
Appartement,2 pièces,55,Vanves- Centre Saint-Rémy,92170,322 400,ile-de-france,1,,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t2-vanves-92170-7487-002093-578/
Appartement,3 pièces,65,Longjumeau- Centre-ville,91160,176 000,ile-de-france,2,1,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t3-longjumeau-91160-9486-098011-191/
Appartement,4 pièces,88,Antony- Beau Vallon,92160,496 800,ile-de-france,3,1,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t4-antony-92160-10210-002029-690/
Maison,6 pièces,148,Wissous,91320,455 000,ile-de-france,5,1,No,No,0,252,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t6-wissous-91320-10167-002029-380/
Appartement,4 pièces,100,Meaux- Centre-ville - Cathédrale,77100,399 000,ile-de-france,3,,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t4-meaux-77100-15252-012061-214/
Appartement,1 pièce,60,Paris 11- République - Parmentier,75011,583 500,ile-de-france,1,1,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t1-paris-11-75011-848-006912-235/
Maison,4 pièces,106,Buc,78530,769 600,ile-de-france,3,1,No,No,0,496,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t4-buc-78530-586-007085-330/
Maison,4 pièces,106,Versailles- Saint-Louis,78000,769 600,ile-de-france,3,1,No,No,0,496,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t4-versailles-78000-586-007085-265/
Maison,5 pièces,86,Ermont- Ermont - Eaubonne,95120,545 000,ile-de-france,4,1,No,No,0,812,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t5-ermont-95120-7694-peignart-084012-562/
Appartement,4 pièces,95,Saint-Ouen-l'Aumône- Centre-ville - Prairie,95310,205 000,ile-de-france,3,,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t4-saint-ouen-l-aumone-95310-5382-084033-104/
Appartement,1 pièce,44,Châtillon- Conservatoire,92320,110 000,ile-de-france,1,,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t1-chatillon-92320-2028-002925-972/
Appartement,2 pièces,60,Antony- Centre-ville,92160,362 000,ile-de-france,2,1,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t2-antony-92160-10293-002029-843/
Appartement,3 pièces,47,Châtillon- Berthelot - Avenue de Paris,92320,249 900,ile-de-france,2,,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t3-chatillon-92320-9071-002107-094/
Appartement,2 pièces,54,Viry-Châtillon- Centre-ville,91170,155 000,ile-de-france,1,,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t2-viry-chatillon-91170-8954-098001-023/
Appartement,4 pièces,81,Meaux- Frot - Clémenceau - Saint-Faron,77100,183 000,ile-de-france,3,1,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t4-meaux-77100-15251-012061-616/
Maison,3 pièces,58,Saulx-les-Chartreux,91160,279 000,ile-de-france,2,,No,No,0,100,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t3-saulx-les-chartreux-91160-121-098071-182/
Appartement,2 pièces,63,Châtillon- Conservatoire,92320,335 000,ile-de-france,2,,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t2-chatillon-92320-9092-002107-696/
Maison,3 pièces,58,Athis-Mons- Val d'Athis,91200,266 000,ile-de-france,2,,No,No,0,236,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t3-athis-mons-91200-2690-098055-372/
Maison,3 pièces,67,Ermont- Cernay - Glatignies,95120,349 000,ile-de-france,2,,No,No,0,318,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t3-ermont-95120-7696-lefort-084012-006/
Appartement,1 pièce,47,Pantin- Verpantin - Sept Arpents,93500,328 000,ile-de-france,1,,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t1-pantin-93500-5894-010041-367/
Appartement,1 pièce,46,Athis-Mons- Centre-ville,91200,192 500,ile-de-france,1,1,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t1-athis-mons-91200-2714-098055-682/
Maison,7 pièces,121,Morangis- Belvédère - Hirondelles,91420,335 000,ile-de-france,6,1,No,No,0,443,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t7-morangis-91420-99-098071-788/
Maison,6 pièces,129,Saulx-les-Chartreux,91160,497 000,ile-de-france,4,1,No,No,0,1621,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t6-saulx-les-chartreux-91160-104-098071-338/
Appartement,2 pièces,54,Saint-Ouen-l'Aumône- Centre-ville - Prairie,95310,139 000,ile-de-france,1,,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t2-saint-ouen-l-aumone-95310-658-084034-859/
Appartement,4 pièces,92,Juvisy-sur-Orge- Centre-ville - Entrevoies - Seine,91260,300 000,ile-de-france,3,,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t4-juvisy-sur-orge-91260-202-098067-071/
Maison,4 pièces,94,Morangis- Belvédère - Hirondelles,91420,399 000,ile-de-france,3,1,No,No,0,483,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t4-morangis-91420-131-098071-642/
Maison,5 pièces,75,Saint-Ouen-l'Aumône- Maubuisson,95310,320 000,ile-de-france,3,,No,No,0,564,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t5-saint-ouen-l-aumone-95310-647-084034-153/
Appartement,4 pièces,83,Pontoise- Les Louvrais,95300,115 000,ile-de-france,3,,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t4-pontoise-95300-651-084034-904/
Appartement,3 pièces,52,Pontoise- Centre-ville,95300,169 000,ile-de-france,2,1,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t3-pontoise-95300-592-084034-366/
Maison,5 pièces,126,Herblay- Val d'Herblay,95220,645 000,ile-de-france,4,1,No,No,0,800,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t5-herblay-95220-657-084034-014/
Maison,4 pièces,106,Saulx-les-Chartreux,91160,499 000,ile-de-france,3,1,No,No,0,425,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t4-saulx-les-chartreux-91160-91-098071-610/
Maison,5 pièces,131,Méry-sur-Oise,95540,424 000,ile-de-france,4,1,No,No,0,257,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t5-mery-sur-oise-95540-639-084034-178/
Appartement,4 pièces,87,Saint-Ouen-l'Aumône- Centre-ville - Prairie,95310,210 000,ile-de-france,3,1,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t4-saint-ouen-l-aumone-95310-615-084034-211/
Maison,4 pièces,86,Auvers-sur-Oise,95430,339 000,ile-de-france,3,1,No,No,0,696,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t4-auvers-sur-oise-95430-659-084034-624/
Maison,2 pièces,54,Saulx-les-Chartreux,91160,220 000,ile-de-france,1,,No,No,0,114,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t2-saulx-les-chartreux-91160-136-098071-906/
Appartement,4 pièces,77,Châtenay-Malabry- Centre-ville,92290,325 000,ile-de-france,3,,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t4-chatenay-malabry-92290-170-002934-591/
Appartement,1 pièce,44,Paris 6- Notre Dame des Champs,75006,598 000,ile-de-france,1,1,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t1-paris-6-75006-639-002101-554/
Maison,3 pièces,71,Saulx-les-Chartreux,91160,295 000,ile-de-france,2,,No,No,0,148,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t3-saulx-les-chartreux-91160-96-098071-829/
Maison,4 pièces,160,Saulx-les-Chartreux,91160,375 000,ile-de-france,3,1,No,No,0,322,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t4-saulx-les-chartreux-91160-95-098071-810/
Appartement,3 pièces,82,Paris 6- Montparnasse - Rennes,75006,995 000,ile-de-france,3,1,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t3-paris-6-75006-611-002101-971/
Maison,4 pièces,95,Chilly-Mazarin- Centre-ville,91380,439 000,ile-de-france,3,1,No,No,0,271,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t4-chilly-mazarin-91380-9554-098011-527/
Maison,4 pièces,86,Longjumeau- Gare,91160,328 000,ile-de-france,3,1,No,No,0,100,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t4-longjumeau-91160-9544-098011-211/
Appartement,3 pièces,92,Longjumeau- Centre-ville,91160,299 000,ile-de-france,3,,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t3-longjumeau-91160-9537-098011-576/
Maison,4 pièces,86,Saulx-les-Chartreux,91160,319 000,ile-de-france,3,1,No,No,0,250,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t4-saulx-les-chartreux-91160-115-098071-369/
Maison,,126,Ballainvilliers,91160,279 000,ile-de-france,,,No,No,0,697,No,No,No,,,https://www.orpi.com/annonce-vente-maison-ballainvilliers-91160-9476-098011-425/
Maison,4 pièces,88,Saint-Ouen-l'Aumône- Maubuisson,95310,339 000,ile-de-france,3,1,No,No,0,117,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t4-saint-ouen-l-aumone-95310-652-084034-599/
Appartement,4 pièces,84,Longjumeau- Centre-ville,91160,246 000,ile-de-france,3,1,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t4-longjumeau-91160-9545-098011-008/
Appartement,3 pièces,67,Éragny- Papeterie,95610,224 000,ile-de-france,2,1,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t3-eragny-95610-663-084034-843/
Maison,5 pièces,95,Longjumeau- Centre-ville,91160,358 000,ile-de-france,4,,No,No,0,296,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t5-longjumeau-91160-9560-098011-987/
Appartement,2 pièces,67,Wissous,91320,248 000,ile-de-france,2,1,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t2-wissous-91320-126-098071-287/
Maison,5 pièces,110,Bailly-Romainvilliers,77700,475 000,ile-de-france,4,1,No,No,0,190,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t5-bailly-romainvilliers-77700-4365-009929-476/
Maison,5 pièces,105,Saulx-les-Chartreux,91160,378 000,ile-de-france,4,1,No,No,0,256,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t5-saulx-les-chartreux-91160-108-098071-262/
Appartement,4 pièces,77,Crosne,91560,199 900,ile-de-france,3,1,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t4-crosne-91560-830-098021-647/
Appartement,5 pièces,98,Brunoy- Sud,91800,239 900,ile-de-france,4,1,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t5-brunoy-91800-889-098021-388/
Maison,4 pièces,110,Yerres- Rives de l'Yerres - Tournelles,91330,369 000,ile-de-france,3,1,No,No,0,500,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t4-yerres-91330-898-098021-484/
Maison,5 pièces,150,Longjumeau- Centre-ville,91160,510 000,ile-de-france,4,1,No,No,0,598,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t5-longjumeau-91160-9547-098011-497/
Maison,4 pièces,297,Longjumeau- Centre-ville,91160,569 100,ile-de-france,4,2,No,No,0,10,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t4-longjumeau-91160-9496-098011-330/
Maison,8 pièces,297,Orsay- Centre-ville,91400,2 300 000,ile-de-france,6,1,No,No,0,2246,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t8-orsay-91400-9445-098011-750/
Maison,4 pièces,90,Saulx-les-Chartreux,91160,374 000,ile-de-france,3,1,No,No,0,235,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t4-saulx-les-chartreux-91160-107-098071-942/
Appartement,3 pièces,68,Longjumeau- Centre-ville,91160,189 000,ile-de-france,2,,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t3-longjumeau-91160-9538-098011-418/
Maison,6 pièces,130,Argenteuil- Val Notre Dame,95100,499 000,ile-de-france,5,1,No,No,0,461,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t6-argenteuil-95100-11602-084001-192/
Appartement,2 pièces,43,Palaiseau- Centre Sud,91120,169 000,ile-de-france,1,1,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t2-palaiseau-91120-9549-098011-686/
Appartement,1 pièce,47,Évry- Le Mousseau,91000,130 500,ile-de-france,1,1,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t1-evry-91000-15298-098913-097/
Maison,6 pièces,144,Argenteuil- Les Coteaux,95100,440 000,ile-de-france,5,1,No,No,0,353,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t6-argenteuil-95100-11680-084911-158/
Maison,5 pièces,130,Argenteuil- Les Coteaux,95100,430 000,ile-de-france,4,1,No,No,0,438,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t5-argenteuil-95100-11677-084001-591/
Maison,5 pièces,90,Argenteuil- Orgemont - Volembert,95100,424 000,ile-de-france,4,1,No,No,0,300,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t5-argenteuil-95100-11592-084911-453/
Maison,5 pièces,114,Argenteuil- Les Coteaux,95100,399 000,ile-de-france,4,,No,No,0,334,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t5-argenteuil-95100-11736-084001-396/
Maison,3 pièces,80,Villejust,91140,319 000,ile-de-france,2,1,No,No,0,402,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t3-villejust-91140-133-098071-552/
Appartement,2 pièces,43,Montrouge- Poetès,92120,355 000,ile-de-france,1,,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t2-montrouge-92120-380-002108-309/
Appartement,3 pièces,68,Montrouge- La Vache Noire,92120,370 000,ile-de-france,2,1,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t3-montrouge-92120-394-002108-955/
Maison,5 pièces,110,Bagneux- Schweitzer - Barbanson - Paul Vaillant Couturier,92220,645 000,ile-de-france,4,1,No,No,0,204,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t5-bagneux-92220-387-002108-727/
Appartement,3 pièces,59,Montrouge- Haut Mesnil,92120,420 000,ile-de-france,2,1,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t3-montrouge-92120-395-002108-153/
Appartement,4 pièces,65,Thiais- Centre-ville,94320,219 000,ile-de-france,3,1,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t4-thiais-94320-882-098021-526/
Maison,6 pièces,125,Argenteuil- Val Notre Dame,95100,383 500,ile-de-france,5,1,No,No,0,121,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t6-argenteuil-95100-11702-084911-631/
Maison,5 pièces,120,Argenteuil- Val Notre Dame,95100,382 000,ile-de-france,4,1,No,No,0,286,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t5-argenteuil-95100-11722-084911-966/
Maison,4 pièces,96,Argenteuil- Val Sud,95100,367 500,ile-de-france,3,,No,No,0,427,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t4-argenteuil-95100-11687-084911-850/
Appartement,2 pièces,43,Corbeil-Essonnes- Centre Essonnes,91100,149 500,ile-de-france,1,1,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t2-corbeil-essonnes-91100-15277-098006-835/
Appartement,2 pièces,61,Antony- Parc Heller - Fontaine Michalon,92160,285 000,ile-de-france,2,,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t2-antony-92160-10285-002029-536/
Maison,3 pièces,62,Osny- Val de Viosne - Gare,95520,349 694,ile-de-france,2,1,No,No,0,37,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t3-osny-95520-2523-084035-351/
Appartement,3 pièces,65,Saulx-les-Chartreux,91160,262 500,ile-de-france,2,1,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t3-saulx-les-chartreux-91160-130-098071-644/
Maison,6 pièces,170,Argenteuil- Val Sud,95100,338 000,ile-de-france,5,1,No,No,0,460,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t6-argenteuil-95100-11706-084911-743/
Appartement,2 pièces,43,Corbeil-Essonnes- Centre-ville,91100,120 000,ile-de-france,1,1,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t2-corbeil-essonnes-91100-15364-098006-660/
Maison,5 pièces,108,Argenteuil- Les Coteaux,95100,330 000,ile-de-france,4,1,No,No,0,408,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t5-argenteuil-95100-11650-084001-987/
Maison,6 pièces,212,Yerres- Concy - Grands Godeaux - Gare,91330,599 000,ile-de-france,5,3,No,No,0,706,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t6-yerres-91330-908-marie-098021-742/
Maison,6 pièces,220,Bussy-Saint-Georges- Clos - Tillet - Génitoy - Golf,77600,749 000,ile-de-france,5,1,No,No,0,527,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t6-bussy-saint-georges-77600-2016-009051-961/
Maison,5 pièces,100,Osny- Ravinière,95520,299 000,ile-de-france,4,1,No,No,0,100,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t5-osny-95520-2591-084035-688/
Appartement,2 pièces,44,Quincy-sous-Sénart,91480,129 000,ile-de-france,1,1,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t2-quincy-sous-senart-91480-785-chanal-098918-500/
Appartement,4 pièces,90,Montrouge- Danton,92120,680 000,ile-de-france,3,1,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t4-montrouge-92120-382-002108-203/
Appartement,3 pièces,61,Montrouge- Village Jean Jaurès,92120,315 000,ile-de-france,2,1,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t3-montrouge-92120-390-002108-321/
Appartement,3 pièces,92,Viry-Châtillon- Centre-ville,91170,370 000,ile-de-france,3,1,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t3-viry-chatillon-91170-8934-098001-137/
Appartement,3 pièces,80,Ermont- Centre-ville,95120,249 000,ile-de-france,2,,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t3-ermont-95120-7689-venault-084012-830/
Appartement,3 pièces,62,Argenteuil- Centre-ville,95100,252 000,ile-de-france,2,1,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t3-argenteuil-95100-11667-084001-924/
Appartement,2 pièces,64,Ermont- Passerelles - Carreaux,95120,243 800,ile-de-france,2,1,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t2-ermont-95120-7671-cus-084012-155/
Appartement,4 pièces,76,Eaubonne- Centre-ville,95600,210 000,ile-de-france,3,,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t4-eaubonne-95600-7654-fischer-084012-784/
Maison,4 pièces,72,Argenteuil- Centre-ville,95100,227 500,ile-de-france,2,1,No,No,0,103,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t4-argenteuil-95100-11693-084911-970/
Appartement,4 pièces,107,Viry-Châtillon- Centre-ville,91170,360 000,ile-de-france,3,1,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t4-viry-chatillon-91170-8927-098001-038/
Appartement,4 pièces,69,Argenteuil- Orgemont - Volembert,95100,199 500,ile-de-france,3,1,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t4-argenteuil-95100-11607-084001-256/
Appartement,4 pièces,70,Argenteuil- Centre-ville,95100,199 500,ile-de-france,3,,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t4-argenteuil-95100-11631-084001-286/
Appartement,4 pièces,77,Argenteuil- Val Sud,95100,182 500,ile-de-france,3,1,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t4-argenteuil-95100-11652-084911-381/
Appartement,3 pièces,57,Argenteuil- Centre-ville,95100,181 000,ile-de-france,2,1,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t3-argenteuil-95100-11734-084001-227/
Appartement,2 pièces,44,Argenteuil- Val Notre Dame,95100,180 000,ile-de-france,1,,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t2-argenteuil-95100-11703-084911-866/
Appartement,3 pièces,50,Argenteuil- Orgemont - Volembert,95100,174 500,ile-de-france,2,,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t3-argenteuil-95100-11697-084001-905/
Appartement,3 pièces,68,Viry-Châtillon- Port - Aviation,91170,195 000,ile-de-france,2,1,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t3-viry-chatillon-91170-8953-098001-814/
